"" "" "" "" "" "" "" "X" "Z1" "Z2" "Z3" "X" "Z1" "Z2" "Z3" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"result.1" 1000 0.2 0.1 0.25 1.6094379124341 10 551 1.32216440170331 -0.301586660119223 0.945281904275676 0.394335086803957 1.06079034285671 -0.26357229114561 0.872772426390392 0.382023580533689 1.47998723680468 -0.356806322082025 1.00229723757806 0.39579025711611 1.4806074440159 -0.360895391966505 1.01007597935845 0.395325067237201 0.0090208430969355 0.00774035885997546 0.00980719435321041 0.00198856485245985 0.00868499021758661 0.0077421308106244 0.00974882529930876 0.00195751937507656 0.0118233392338654 0.00739050309878613 0.00900516232388168 0.00168432053070627 0.0117562730461751 0.00740477847000026 0.00903291642391069 0.00168145432654454
"result.2" 1000 0.2 0.1 0.25 1.6094379124341 10 534 1.53438491929688 -0.23708315557839 1.01588087232173 0.364094939568879 1.22793255730385 -0.188763284304395 0.908721292845324 0.351214482025718 1.76542529908983 -0.289858079418325 1.11430800329305 0.366352703532406 1.7632342647661 -0.289415139989345 1.12800558724303 0.366337361526724 0.0101689967901832 0.00783762323988429 0.00882176386750585 0.00197795132007108 0.00970115511891954 0.00781737333253896 0.00865027931457422 0.00197555774995409 0.0134418052366037 0.00710442419399614 0.00813781072842759 0.00195694415960398 0.013332965632457 0.00709987131540761 0.00818917555008867 0.00195631837281645
"result.3" 1000 0.2 0.1 0.25 1.6094379124341 10 550 1.30047954339319 -0.204866026294221 0.872163159204378 0.331348732961193 1.02344587347293 -0.144450353909517 0.795039708223903 0.314648313403436 1.50825731898304 -0.279346326804792 0.953798893105663 0.333018195334001 1.50314763980487 -0.277639716443258 0.954649654156488 0.332850486399701 0.0098829131392647 0.00797244403176526 0.00829068609034125 0.00211697743916469 0.00938903310892351 0.00792821273047868 0.00821703596418327 0.00208509105341074 0.0135331951350104 0.00776209295186296 0.00829194251918737 0.00199331425292127 0.0138223980580744 0.00776496441051672 0.00835074826660269 0.00199410427256655
"result.4" 1000 0.2 0.1 0.25 1.6094379124341 10 539 1.48050874299435 -0.22523953000083 0.730960741593809 0.429870581674722 1.1756985628827 -0.177700044358383 0.663645769068065 0.407911612486033 1.73144915694556 -0.299771702999028 0.801123183135119 0.435720487945218 1.7237960304233 -0.300703634255544 0.811697343790943 0.435799439478428 0.00990780532843166 0.00789964777978267 0.00750707729002319 0.0021041216022454 0.0094974481162063 0.00790926879238195 0.0075612428678059 0.00206757477437976 0.0176378146968756 0.00819242737632915 0.00769855844624483 0.00230066155136231 0.0175783919087658 0.0082365370137548 0.00777426428719495 0.0023055125384568
"result.5" 1000 0.2 0.1 0.25 1.6094379124341 10 585 1.39530226964939 -0.154158369830103 0.879556837489323 0.409010739481221 1.1100223596458 -0.120314284138937 0.802690350116896 0.393928963528627 1.62968392734245 -0.218255813175837 0.960847549023501 0.412448717371298 1.62706791213529 -0.222054988356807 0.976764480929689 0.412654698689846 0.00883796474849223 0.00717326113770285 0.00857232444329254 0.00175784701718404 0.00846282417701114 0.00720345079720593 0.00849240383213577 0.00174681603716135 0.0149207444230924 0.00723741482501447 0.00913230667248184 0.00160825056776174 0.0138712882514172 0.00723207044615832 0.00920596665041219 0.00161598600091751
"result.6" 1000 0.2 0.1 0.25 1.6094379124341 10 565 1.30527056194754 -0.16885044570031 0.799904588491961 0.421674712934967 1.03016401420962 -0.123179056869927 0.731033500763381 0.407192678348461 1.53306318432219 -0.247023680912539 0.887362835177083 0.427307191276059 1.52565734675298 -0.247286076147202 0.889449374657082 0.427174574157222 0.00945242797641457 0.00758092478498829 0.00811657080107379 0.00208622047815951 0.00905923861197699 0.0075997332229251 0.00813821666193146 0.00206447553122923 0.0515545888788475 0.0109316747322805 0.0138995052997136 0.00211996066259065 0.0178810761078432 0.00926299413782884 0.0108360508095799 0.00203543561157762
"result.7" 1000 0.2 0.1 0.25 1.6094379124341 10 563 1.28447169385789 -0.147626341258447 0.816784886277528 0.440271639551362 1.01002024887043 -0.109224946339003 0.740759846953598 0.416974865030151 1.52199667705886 -0.223878635748429 0.915963865835464 0.44661279711945 1.50932182577068 -0.220780285034449 0.924988603813618 0.446604563859812 0.00986500482684023 0.00759681879197863 0.00877441265672678 0.0019389527102021 0.00948500184817037 0.00762199994856894 0.00875127954776349 0.00190101386678912 0.0271979845704804 0.00889963323467426 0.0111873150934148 0.00217610543853913 0.021785645051722 0.00861421217065311 0.0106821652450287 0.00215136772075085
"result.8" 1000 0.2 0.1 0.25 1.6094379124341 10 556 1.57355448247664 -0.224063795268741 0.962986199252694 0.425526318544837 1.25077420100639 -0.19328891246956 0.851672597277019 0.398193338236932 1.8449458438721 -0.293204672174796 1.06555113525912 0.427003489406689 1.83536421060469 -0.294979505366269 1.07658006346907 0.426244680777488 0.00985970412499734 0.0075293886406583 0.00780044002701169 0.00201769030794551 0.00931574914169891 0.00755469029611323 0.00763248004403383 0.00200014320234405 0.0712484797911754 0.00886608051890905 0.0128515577673328 0.00208893459263661 0.0276060521662731 0.00778083641325309 0.00840722890242437 0.00199956173802331
"result.9" 1000 0.2 0.1 0.25 1.6094379124341 10 538 1.47822106165213 -0.16535635820178 0.767560656828207 0.402243353203521 1.19944132297587 -0.135228925900777 0.709391766645724 0.39587660190146 1.7474744768375 -0.238033113788349 0.838748968500134 0.402450598943379 1.73660477293962 -0.236508698033608 0.844597745859116 0.401966593165529 0.00887708049067378 0.00772761184622191 0.00856833263848377 0.00229670730760648 0.00851011394312651 0.00774217248477789 0.00848780443719343 0.00231111812865469 0.0155435034468679 0.00800645489540019 0.00840777828902103 0.00240452900631884 0.0152049148647662 0.00800665373080155 0.00845092702397992 0.00240157065551791
"result.10" 1000 0.2 0.1 0.25 1.6094379124341 10 563 1.25202786126929 -0.0768680484130333 0.79355209662346 0.355453631254114 1.01061479484801 -0.0447267220209294 0.750907291175704 0.344128845170317 1.45798551571142 -0.131168535692592 0.866036772115175 0.355522398345878 1.45499634418178 -0.1364071123096 0.872595078964942 0.355018551721224 0.00886687059849288 0.0074382201833819 0.00788695570162987 0.00182698241113182 0.00861282829112788 0.00745981875640032 0.00797296064147394 0.00181076032472573 0.0132618457948182 0.00736548900350962 0.00745627662974596 0.00181421426413039 0.0131063366300637 0.00739518607842878 0.00748900959771436 0.00181723609612113
