"" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "shape" "scale" "X" "X" "" "" "" "" "" "" "" "" "" "" "2.5%" "97.5%" "2.5%" "97.5%"
"result.1" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 333 200 1.73577361204007 6.75378564735716 -0.698322802171411 -0.85924728611811 -0.732841307237846 -0.731969487245497 -0.714048249839316 -0.71409477154908 0.0402101948464709 0.0393510148242531 0.0405322236488446 0.0404798594578448 0.0423305655527114 0.0404378408072574 -1.11905719077164 -0.272980410443141 -1.19956975715594 -0.376628799579829
"result.2" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 355 200 1.93509699247227 6.09333928005093 -0.993536174385838 -1.17079650491024 -1.01972420520727 -1.01979765099442 -1.0022927090839 -1.00233032862322 0.0502572609967405 0.0491707464615398 0.0514343221106915 0.0514499825934219 0.0434057336674403 0.0488211669077178 -1.36215955399477 -0.595787480454454 -1.51033380229955 -0.628024822325926
"result.3" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 365 200 1.86301050012556 6.16264755270438 -0.906675717174815 -1.06555391893092 -0.932648141391173 -0.932341266478661 -0.913228643089576 -0.911611865908328 0.0424720896431624 0.0415629212636062 0.0446860745310082 0.0446735678455283 0.0427676483146471 0.0472972832270424 -1.31122748412769 -0.475172245896362 -1.35231544723884 -0.519196423074082
"result.4" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 320 200 1.93271295829473 6.02839744422568 -0.778547484603183 -0.926866974612116 -0.803323016705746 -0.801200915251543 -0.784820166892611 -0.781796725470771 0.0436227737028251 0.0425891754187248 0.0442860656622764 0.044146569107381 0.0469450250196207 0.0451262084304334 -1.21953535668059 -0.411536535700551 -1.19538044219467 -0.386534638675576
"result.5" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 346 200 1.90061565141494 6.41727351561598 -0.703878171232999 -0.87060901015366 -0.734452716830352 -0.734393642730829 -0.737005027484147 -0.734962527309524 0.0414019374610581 0.0404435294497021 0.0467968315567542 0.0466175311224728 0.0449602172243592 0.0452964779534125 -1.11902442413394 -0.364115571944643 -1.12749022866514 -0.374450227585232
"result.6" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 382 200 2.06126287546212 5.88406296233921 -0.808169164038791 -0.974803075641069 -0.840652748578846 -0.84011105513554 -0.835128065284613 -0.833238169595653 0.039264600904579 0.0382474966814975 0.0413771465738483 0.0412849982409164 0.0414950319124333 0.042372608197447 -1.27851113782951 -0.461366127912997 -1.26852249404772 -0.531595494190851
"result.7" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 377 200 1.63948374193906 7.48505475350732 -0.554376682044915 -0.728078450510713 -0.560386233371919 -0.561251004160639 -0.569828196145525 -0.569573613655568 0.0381746964907404 0.0373179875554326 0.0430825729610653 0.0430681391533012 0.0414501688881418 0.0379472587750274 -0.948411464897895 -0.224031454845711 -0.925346479580033 -0.206036410150856
"result.8" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 358 200 1.70480366645084 6.66052606533006 -0.849856126529297 -0.977413483754832 -0.881348231181223 -0.880088529093716 -0.865716178411811 -0.864489428101949 0.0376344747860576 0.036798417037789 0.0383749065432444 0.0383308602897279 0.0464407502877717 0.0430069026173032 -1.37095658167466 -0.495164173799529 -1.31239170682937 -0.516339405728776
"result.9" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 374 200 2.10767320750156 5.95671368537332 -0.929835031242912 -1.09357881760339 -0.969032895067336 -0.970868606694218 -0.962960151946608 -0.961279054723625 0.0475691249186346 0.0463962912312712 0.0526435921951444 0.0527376034346992 0.0579890235480543 0.0512768108023483 -1.49047837074151 -0.522730904080896 -1.41334208932614 -0.550729406913255
"result.10" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 -0.693147180559945 10 347 200 1.73656498877567 7.25796293396854 -0.424110842481327 -0.606019189146323 -0.443024107553514 -0.443941217916521 -0.436744194596548 -0.436007479186766 0.0435207569548263 0.0423456271643579 0.0448597715668511 0.0450116847328118 0.0440991319787323 0.0560953723099021 -0.865624264007589 -0.0563618204162626 -0.94081093538307 -0.00181692100419627
