"" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "shape" "scale" "X" "X" "" "" "" "" "" "" "" "" "" "" "2.5%" "97.5%" "2.5%" "97.5%"
"result.1" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 392 200 2.25642969822156 5.79510971273607 -0.339060151211478 -1.04427327186988 -0.40510861228554 -0.39777726516999 -0.44283525579679 -0.44524652740561 0.0557008045438515 0.0529659804685189 0.0695764087547252 0.0689356765629815 0.0710936781188152 0.0664103377828326 -1.04303602964165 0.0476549533197875 -0.932251279479897 0.0385754302201239
"result.2" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 383 200 2.12944461967031 5.15782287715381 0.197593862963525 -0.655439268293253 0.0177026770133461 0.0319695412066267 0.0326072493737629 0.0367620781635233 0.0369762186907986 0.034587440318737 0.0529488584308453 0.0514066642480992 0.0557623110338172 0.0513562367275635 -0.378842079520271 0.476604404398656 -0.381192103239821 0.457328429584087
"result.3" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 409 200 2.13028805054488 5.84391411684275 -0.157140640550231 -0.843035170775793 -0.104215053257184 -0.0972916209634368 -0.110052266445488 -0.0797370410730823 0.0476004960186957 0.0452883946458496 0.064057661250162 0.0655687734446463 0.0683228462817421 0.0715720225466128 -0.565870700015214 0.417109274784244 -0.617578778788414 0.378200587678083
"result.4" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 387 200 1.99484337623205 5.95527806532136 -0.0524354757203715 -0.798071141580538 -0.0632473811538731 -0.0664246612873653 -0.053618171560326 -0.069709619260296 0.0488055286261156 0.0459842880666529 0.0706716147451856 0.0703246853298666 0.0859332303403896 0.0803555784964841 -0.678571562316295 0.50246607824358 -0.639267477691379 0.491801281032549
"result.5" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 399 200 2.14131231313865 6.11116789598938 0.149858871403724 -0.599439264580751 0.151947813995762 0.140666650448326 0.116548294809582 0.0998926606284379 0.0452548011315976 0.0428049109589977 0.0741579703148815 0.0706744544907331 0.067380521294509 0.0650369528961173 -0.334715028778453 0.648021579795035 -0.436669941238502 0.611793544548562
"result.6" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 399 200 2.70005274073288 5.30501105738288 0.0493798043661915 -0.643613667016806 -0.0214721600550151 -0.00229370497717539 0.0750028464991541 0.0970718260861981 0.0398711441669594 0.0370020905917074 0.0530329297703233 0.0519526229227601 0.0577488824443627 0.0433354224149646 -0.427809470469492 0.503467679799751 -0.286315887027116 0.504501018886398
"result.7" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 376 200 2.2902853477808 5.60197054263292 -0.184044613436461 -0.891441368036623 -0.161308669980235 -0.153784110021984 -0.0823787184097849 -0.0666893510822588 0.0482872968772215 0.0458823277360712 0.070404083831959 0.0710269289914074 0.0884427111749379 0.0727678457250153 -0.699701195561927 0.442961990903766 -0.595041635878059 0.516083761724995
"result.8" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 396 200 1.90899474640531 5.36533121120964 0.0357943366906584 -0.716183020704994 0.00177593794419703 -0.00175347233919186 -0.0421628339914932 -0.0577435573380509 0.0386706219546801 0.0361301744087044 0.0605156130014021 0.0588954252615856 0.0766159599056042 0.0543620842936675 -0.58321769748105 0.484000137452899 -0.554651171062038 0.404301139848599
"result.9" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 379 200 2.22433126897568 5.66197427289294 -0.118718291640421 -0.889099421652626 -0.123798070010596 -0.120626982200263 -0.113326972545932 -0.132522542237736 0.0476273438549162 0.0457276240208169 0.06819961040301 0.0670994424356165 0.0681216115011868 0.0890439095805207 -0.612038724203726 0.385672610505275 -0.745915402648635 0.372191174849444
"result.10" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 375 200 2.40155994391733 5.64076975204327 0.0814260010263959 -0.647991073518284 0.20404830811664 0.203995271782299 0.264758640724372 0.2654783116 0.0469119846454422 0.0445292085716098 0.0672309432013209 0.0650469613987395 0.0770182075488469 0.0853628540149786 -0.326916747063704 0.837888671697287 -0.267269980079056 0.856436587133643
"result.11" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 374 200 2.22456864750703 5.66576889792002 -0.172907058922753 -0.87603690382035 -0.172944955774549 -0.16579657379966 -0.175355718890153 -0.166236431902799 0.0541506383888456 0.051739565227173 0.0770381469481817 0.075119558278393 0.0710484827200035 0.0716168690728818 -0.738037676304131 0.335616514211516 -0.725469803934287 0.301021615107932
"result.12" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 396 200 2.41411318146035 5.31810509559274 -0.239776579577164 -1.14018136471227 -0.304641987204715 -0.282523034237421 -0.250704525418228 -0.227795982009774 0.0598541944549676 0.0560132505321607 0.0965281549996106 0.0996361413735876 0.103924238499025 0.097994586581624 -1.00192167245856 0.236727379431142 -0.866788337340691 0.302487741190828
"result.13" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 398 200 2.30914368389588 5.23266993655711 0.0576698934118576 -0.636857825872985 -0.0149310885584206 -0.0125425386577331 0.0208715608596684 0.036028349458178 0.0380045034010243 0.0352339713566634 0.0523622808226203 0.0510888668786637 0.0497230082112859 0.0445609211764964 -0.433612481700708 0.394115281985027 -0.369117214596322 0.440390239171836
"result.14" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 409 200 2.10819286296161 5.62652288047793 0.0118404456710225 -0.699393796466541 -0.0478985902845467 -0.0391149110528895 -0.0369735661702453 -0.023764855077535 0.0401526016395073 0.0376230074340474 0.0537716839642003 0.0512130499334578 0.0659180555945145 0.0522115171403952 -0.56539181984249 0.446052869435275 -0.469947454415786 0.424831976148055
"result.15" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 391 200 2.04265264923696 5.45065022263191 0.108680691145446 -0.61963898278042 0.367536371403572 0.367846024210555 0.392803000136283 0.389237317284962 0.0388484845752217 0.0364970199130998 0.0726801388950213 0.0727100673760486 0.0743975027750973 0.0761694459059187 -0.0655924771996071 0.999694929387873 -0.118658803529946 0.859614043715638
"result.16" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 391 200 2.25901393429637 5.07040515590772 -0.334602890794686 -0.986870925963245 -0.317436939879527 -0.321459467144915 -0.322045185158877 -0.32637083772155 0.0438036206661927 0.0406067084381587 0.0757541367704143 0.074677292243093 0.0601446050226096 0.080197911466601 -0.781360609976944 0.166848947001933 -0.829175877236739 0.243534044305891
"result.17" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 405 200 2.47513634087434 5.65638947305113 -0.400468928808646 -1.15491346361074 -0.45753529514545 -0.462073258412774 -0.407244118702824 -0.43069259612678 0.0647235670298618 0.061168403820837 0.0877177489866757 0.0848244621882303 0.106081331074243 0.0956572553100945 -1.07728277171913 0.121126772027168 -1.18645068574599 0.104034873234883
"result.18" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 379 200 2.03979893915872 6.23525874483355 -0.20106203932572 -0.887562813287091 -0.0985437194951773 -0.0933111468097165 -0.0237646146569307 -0.0264414776074298 0.0591874848356586 0.0561253030479187 0.0925021012611796 0.092421961749846 0.0862491343523103 0.120676313675732 -0.496553986476466 0.522658068383429 -0.729206645820974 0.549327437713832
"result.19" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 377 200 1.87875793306276 6.11691728226687 0.0679570267545001 -0.612599707025201 0.103088947038438 0.100277180475708 0.104013268322254 0.100980252677685 0.0390868189354179 0.0368696984080219 0.0652556060453008 0.0625164038198565 0.0615480192693023 0.0597551285403 -0.385071517342842 0.604488925131886 -0.262035856667604 0.677257009658346
"result.20" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 376 200 2.35580302964496 5.29609812475399 -0.0134113799313485 -0.758999910909424 0.138099880073412 0.129693568070642 0.242569192976235 0.273190174989041 0.0471229134370639 0.0444362757676002 0.0830292220397446 0.0793950737008981 0.0894110768989023 0.0859890847334484 -0.311381606951445 0.801134221324355 -0.33458540457593 0.798638323752591
"result.21" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 407 200 1.98260697003578 6.04088210517004 -0.181959215519962 -0.764263804447261 -0.210020202818269 -0.207041132096249 -0.16574437415756 -0.167495912589501 0.0404451034002083 0.0386617780484616 0.0496557429465433 0.0494117448396828 0.0477995053715389 0.0493624895346287 -0.582778672250142 0.200248826196522 -0.58585372958816 0.267580161269397
"result.22" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 401 200 1.84148663131689 5.86109358002437 -0.291745552481851 -0.987089912352898 -0.30783586511517 -0.30797776413262 -0.256658421960036 -0.233320099624439 0.0450848665316225 0.0426291112480235 0.063212029819915 0.0634598585761559 0.0695386832757852 0.0736016789550049 -0.777399298701877 0.176841256536319 -0.894762707935315 0.23238996874323
"result.23" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 395 200 2.09743094009636 6.00162856047583 -0.23484619259361 -0.966087859735562 -0.305885506993479 -0.301201784262057 -0.237745201599013 -0.208762963240037 0.0511647275792844 0.0487585718040086 0.0673251745724307 0.0666897926769893 0.0567634749124172 0.0818623616960641 -0.718609426673065 0.211993099625344 -0.901598677975542 0.259035192082838
"result.24" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 396 200 2.26036008751707 5.53248341953387 -0.0023438616238496 -0.799837197233231 0.078731244613759 0.0822582304435996 0.0748108747405872 0.0605953764500431 0.0453075050604914 0.0424646076321468 0.072235346351076 0.073082026412061 0.0830683853481119 0.0690846443632573 -0.479909171142463 0.59968258014108 -0.48919007728832 0.593267134602395
"result.25" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 401 200 1.93508828395093 5.88710232979321 0.0390437038611041 -0.626279447278959 0.0235256173822866 0.0265377059492766 0.00626978463715285 0.000453558601318361 0.0341958672412591 0.0321337635834059 0.0499725844205332 0.0481306720273511 0.0508558151790913 0.0517413292987848 -0.415980180142188 0.453605591786256 -0.433408643609177 0.458092318037472
"result.26" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 409 200 2.19198941800132 5.85847807688021 -0.0872391841315377 -0.787019809482049 -0.157878624314717 -0.167363753813565 -0.196911574714874 -0.195422962110563 0.0422618666871219 0.0397058104960391 0.063486917445857 0.0669945896564492 0.0715026728130305 0.0626958879781474 -0.731823102483725 0.273334593347373 -0.626597952134881 0.334105828893305
"result.27" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 378 200 1.95230059868213 6.07464324307669 0.0997357139519958 -0.519613737998164 0.110991236781938 0.109123198468739 0.101985725420635 0.113063295021006 0.0382611127346689 0.0356191379982444 0.0563134300840648 0.0550457731786883 0.0339310410243748 0.0553526809767743 -0.233485560280812 0.4197732688658 -0.42489498980013 0.497928284059874
"result.28" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 399 200 2.12814269928004 6.212164333391 -0.0526966613479916 -0.711736885905316 -0.0778397160188116 -0.074434310817338 -0.0349720238693862 -0.0535988237035776 0.051227768027928 0.0476049461240372 0.0727725766825448 0.0707219973911879 0.0649217491847671 0.0671896879777407 -0.537773827237233 0.412455970397452 -0.655809940368822 0.373320338193107
"result.29" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 422 200 2.22784918189569 5.27522949788411 -0.0474832513240126 -0.724302575702991 0.0603826083853767 0.0572745133693006 0.000153592828238297 0.014351609017556 0.0378486387234933 0.0348534442417501 0.0643713201210866 0.0636753572046503 0.0612153022927777 0.0622630200653095 -0.423892813769538 0.468151837271748 -0.455625875620796 0.491911119414557
"result.30" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 371 200 2.55758313971003 5.24689765095834 -0.253491905773374 -0.924142291338181 -0.231738195662564 -0.233627297644301 -0.265196465378886 -0.259541872771582 0.0539146110597892 0.0501725007603571 0.0916102867333764 0.0887739442756067 0.0818750557821927 0.0952727142919909 -0.794554444202017 0.253074493824993 -0.919154726629415 0.306729071551759
"result.31" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 397 200 1.9021225044093 6.08190823308847 -0.0914536191243347 -0.672371868636261 -0.0906345764569766 -0.0855869122949049 -0.0397417185358363 -0.0544478749090425 0.0447423675836979 0.0424402941521511 0.0586557325670571 0.057609965741264 0.0505208006783886 0.0635703868661807 -0.4999674492386 0.358932832287449 -0.571224570735061 0.360217785862817
"result.32" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 390 200 1.88466541579781 6.15732045706884 -0.0163850621703434 -0.709683287016392 -0.0450139839055867 -0.0418570673375286 -0.0389141449391467 -0.0343337847855422 0.0397158518382814 0.0374644748464723 0.0536482284402114 0.0526239229801232 0.0428270487852713 0.0523320901894813 -0.438058514474069 0.318508806939521 -0.530657486991974 0.347538521751947
"result.33" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 371 200 1.98794372342551 5.88482938033067 -0.237743381200985 -0.960427496783006 -0.341039169904017 -0.339443980843004 -0.363785513842297 -0.359437978494728 0.0544532096248936 0.0514793410989879 0.0763816168571783 0.0768350238354285 0.0685058556119173 0.0612969350242692 -0.834930563299049 0.170402941086537 -0.765699621634904 0.126482332349929
"result.34" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 395 200 2.05078362167635 5.37065421294278 0.0414993848015459 -0.691302532344868 -0.0544523071023477 -0.0547509587893224 -0.0121746073047197 -0.00705712991091646 0.0354984289401133 0.0333704580885044 0.0546993888055046 0.0526340236508767 0.050000690125545 0.0559665409316459 -0.489173750427362 0.407335146195471 -0.494011223899006 0.465635250417702
"result.35" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 416 200 2.38021700130938 5.77068407201482 0.0275210076265728 -0.666624834459859 -0.00488300910158574 -0.00806142294966339 -0.0256583664233059 -0.0218976370334223 0.044171190409118 0.0419622051467233 0.0616848278945106 0.0588966086206612 0.0600710433037462 0.0677505343486162 -0.483137623732675 0.453070704799208 -0.533243228933247 0.47692873283997
"result.36" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 384 200 2.09106541773011 5.48129714404822 -0.0500869796944034 -0.775695798155772 0.150291325012998 0.140021501399104 0.162555729057992 0.153865657813699 0.0479718140230078 0.0445860419007996 0.0971673204829187 0.0983197966733433 0.088640290792904 0.0903456491284507 -0.412005809758008 0.721473412202805 -0.511788470436998 0.659851600436265
"result.37" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 425 200 1.97732102206463 6.73541573904109 -0.0440659624880344 -0.801818255658658 -0.0287167192848057 -0.0236747817366482 -0.0086956017971864 0.000879558825147921 0.0504031582254879 0.0480224949921877 0.0747575621453755 0.0752519502191078 0.0856149785123694 0.0656493978972856 -0.579227563396826 0.654624562224693 -0.457982345909768 0.521678614867131
"result.38" 1000 0.2 0.1 0.25 0.025 0.3 0.1 0.025 0 2 3 4 0 2 386 200 2.30953510925797 5.87968259973395 -0.0402407243786019 -0.734572823230091 -0.0471556722320043 -0.0509321345743668 -0.0646122290902089 -0.0620962369890049 0.0472925799768315 0.0442634839417888 0.0748245745977335 0.0741209789028123 0.0644711517028705 0.0807467726660244 -0.569541917709937 0.416851803573966 -0.647631002562352 0.447475384811608
