"" "" "" "" "" "" "" "" "" "" "shape" "scale" "X" "X" "" "" "" "" "" "" "" "" "" "" "2.5%" "97.5%" "2.5%" "97.5%"
"result.1" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 435 200 1.59622258943326 7.81005321002764 0.487708606006447 -0.319022145386554 0.522692932565313 0.537033768341238 0.461453885855317 0.485073903679985 0.032291355041889 0.0312491981805753 0.0385856186883309 0.0397731217213458 0.0495491906020284 0.0545576852958083 -0.0680723723928988 0.843377958121166 0.0800301189465252 0.925496316807545
"result.2" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 418 200 1.15337068624018 12.2043453765399 0.742697133406183 0.169678278674313 0.905874891014706 0.883200517274304 0.875395440949977 0.874250895619194 0.028435906682781 0.0273347484542615 0.0444613747747678 0.0435579532730464 0.0486283655501521 0.0465815284156763 0.446818318297531 1.30309575789452 0.487111478097884 1.30025223008019
"result.3" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 424 200 2.02455376761069 6.87706055825284 0.599606445942753 -0.123875856275768 0.770783640968215 0.737696559743386 0.765294492987733 0.78103625508148 0.0329697563276897 0.031394276620774 0.0535092915832649 0.0519650657593619 0.0545467384105945 0.0512844514405704 0.28680166466574 1.19448085436723 0.348909935216553 1.17318354178798
"result.4" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 413 200 1.46732594267448 8.00062405187757 0.333953871167905 -0.30990275867786 0.360483444186415 0.365694238529704 0.393054308540429 0.404164676571953 0.0313487361002739 0.0301106052120357 0.040328930030293 0.0402877326991615 0.0484395980371864 0.0515558780492035 -0.00863677556977522 0.821897823714097 -0.125726972719087 0.84396228576857
"result.5" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 410 200 1.46791170670411 8.22964810098834 0.294205132649768 -0.34038180034771 0.333756092675812 0.340484836477342 0.314322661310145 0.32244989878704 0.0340791662540786 0.0330031081131593 0.0393699812373969 0.0386758440525664 0.0452735953679035 0.0440368790942334 -0.106968000544423 0.674853516522935 -0.0727096690625744 0.718593109217075
"result.6" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 416 200 1.63525701827933 8.06585572485477 0.81041297956282 0.018994347824536 1.01972281884288 1.01298237615046 1.01212667238509 0.974587856045722 0.0318287951321653 0.0301628085926688 0.0490643520372943 0.0494153223496907 0.0584560778915764 0.0474121696885683 0.59120237450483 1.52641168240928 0.547378461940627 1.38013313873818
"result.7" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 434 200 1.30094846658031 9.75986439344856 0.753306313191017 0.0889687167858541 0.790259992505491 0.797396477208533 0.770323671562644 0.805934716730365 0.0269404450435643 0.0259106791796698 0.0342368081955864 0.0346583475514526 0.0258225616918664 0.0433091539124161 0.467715450463084 1.09401415265705 0.49997301716366 1.31085758492276
"result.8" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 411 200 1.52796026054407 8.04708552053887 0.173885187712296 -0.475336312190458 0.320986418002472 0.315857380767071 0.274958366218716 0.304456507072682 0.0381776455989531 0.0365337726887417 0.0583383654684096 0.0580499607193844 0.0456505153960401 0.0515553959232574 -0.174671735887594 0.67605389747918 -0.145004871664652 0.751415867539349
"result.9" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 447 200 1.34359019543329 8.69458049357886 0.417806979521555 -0.195230706293095 0.459123971662761 0.463745865940701 0.435573497662974 0.438136260576125 0.0277753992362797 0.0269220968528289 0.0358853630725812 0.0365856461337128 0.0322644590952146 0.0341410382044282 0.0899926767474798 0.74323858209219 0.093041339659508 0.792077197133021
"result.10" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 2 430 200 1.81303740139777 6.21601565837846 0.350821161881506 -0.35674039453809 0.519340883528749 0.525592415912768 0.549109679426159 0.573156659961342 0.0299138858218103 0.0287981949637962 0.0482425143769492 0.0486376622831651 0.048083213992038 0.0539929480362746 0.167726348717233 0.964032149339243 0.0913211925542593 0.990095063703413
