"" "" "" "" "" "" "" "" "" "" "shape" "scale" "X" "X" "" "" "" "" "" "" "" "" "" "" "2.5%" "97.5%" "2.5%" "97.5%"
"result.1" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 431 200 1.46484769831719 7.81422990607004 0.580524404871754 0.2065270013194 0.625606725719479 0.626088238101826 0.644618358909754 0.649744848709192 0.0191552208555211 0.0185315989880784 0.0254692398611588 0.0253782312629812 0.0247449277070425 0.0266508191943862 0.384989133134025 0.963841564168535 0.344052264564463 0.972451121159776
"result.2" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 432 200 1.56839222702717 7.86821292286196 0.710412743159948 0.322495397701464 0.815499973686161 0.807030533600629 0.815484194559859 0.821686665235953 0.0200710238848426 0.0192783178674473 0.0266344097127868 0.0261273144048487 0.025274704351933 0.0256791197185805 0.502666201067361 1.11639682950713 0.540700756500891 1.13386035400676
"result.3" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 438 200 1.42660414128004 8.54140435328811 0.782501165970148 0.339867710367068 0.856939775961301 0.844998725859674 0.86094638332624 0.860948144410463 0.0210507659297138 0.0203023903495963 0.0275802065683617 0.026891374488503 0.0271541320300334 0.029752015171627 0.537832681879743 1.16279108425182 0.539354147581263 1.16758776952836
"result.4" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 428 200 1.45819746376996 8.33598126107406 0.808208185693512 0.394023499246696 0.852610686322757 0.849850293502871 0.810229921386956 0.808884579376855 0.0200249248536721 0.0193613212484363 0.0234069625109559 0.0231197587550698 0.0217553407848295 0.0189949028441806 0.54498660631345 1.08989877554009 0.532002348681791 1.06371270567199
"result.5" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 429 200 1.67508836089988 7.19050373565485 0.748106710593047 0.358495374279975 0.865844146992666 0.856810408414297 0.863471674165939 0.855736562657769 0.0192190835251539 0.0185552780431456 0.0266096919152433 0.0261205014356529 0.0282455797652843 0.0247390810159573 0.582846054852645 1.17711267607554 0.557388814427115 1.16678743506055
"result.6" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 426 200 1.51750917106867 7.38018982529591 0.876467445811204 0.469875977012534 0.961284581022782 0.953655635852645 0.94988987607149 0.956951723490638 0.01802777595503 0.0170464805639144 0.024422945119709 0.0237377199304451 0.0212290272484654 0.0275372078727014 0.698157049233287 1.27461733609669 0.5897749365997 1.31725034443378
"result.7" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 442 200 1.44925819894989 8.58863863734726 0.586173153687019 0.167446396239949 0.635689297029996 0.631095162533497 0.637304605843746 0.655521128962879 0.0224688531028368 0.0215237906234564 0.0269101850889681 0.0265845610349048 0.0283533000531562 0.0282508800655105 0.315584322476732 0.962795390253057 0.291479164799001 0.937731133320674
"result.8" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 442 200 1.48263304325486 8.04358790886609 0.861368171204711 0.442641422110593 0.964481922124962 0.949593642707763 0.952118632912186 0.947633045033079 0.0180351413183212 0.0175066147277553 0.0243642052504053 0.0237813422270877 0.0306575724329959 0.0242284256360227 0.624737744398782 1.24202787152126 0.652844443490169 1.28396374156717
"result.9" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 401 200 1.42639942906012 8.25483416713249 0.545577483994689 0.196089091926243 0.626574609602327 0.621788231122244 0.603948866751451 0.609309745395816 0.0212673397159052 0.0205040281443796 0.0316294711402295 0.031239159136233 0.0334866063571435 0.0325768578867188 0.274654538762546 0.985680199906143 0.263516751386476 0.938165489863965
"result.10" 1000 0.2 0.1 0.25 1.5 7.5 0.693147180559945 5 436 200 1.43336345158009 8.3315359840913 0.594126118230765 0.195539340205256 0.63092800721131 0.629294012755408 0.642889524778749 0.629078879976619 0.0199822202774685 0.0192200229301627 0.0227597340175301 0.0227718855350745 0.0266791508036058 0.0211203554881378 0.281312007877282 0.939830195061803 0.359045451214345 0.90751560327238
