"" "" "" "" "" "" "" "" "" "" "shape" "scale" "X" "X" "" "" "" "" "" "" "" "" "" "" "2.5%" "97.5%" "2.5%" "97.5%"
"result.1" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 335 200 1.56283455725415 6.80717741404796 -1.69001801028444 -1.95960403092365 -1.76728874717302 -1.77335775957487 -1.75304407026255 -1.74945211321736 0.0913026076730842 0.0898175725260753 0.0926570350595453 0.0929122139892588 0.100104022005937 0.137879048475931 -2.40207670909097 -1.21478976649563 -2.62398511225871 -1.15186938234837
"result.2" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 348 200 1.62433951067679 7.64932815816751 -1.50352847659379 -1.7879694678988 -1.55802562045813 -1.55885029055932 -1.55557292299252 -1.55090825770965 0.0985234350528684 0.0973085362904411 0.102538290784811 0.102661186482568 0.116645767502757 0.119201360694421 -2.41680729818734 -1.03358979914893 -2.32839579830702 -1.0613742912507
"result.3" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 339 200 1.51374083986263 6.83690698892534 -0.983159674383262 -1.34601216038471 -1.06128763662604 -1.06808937072849 -1.12185491820151 -1.11687130720951 0.0601497305420857 0.0592142051766538 0.0601036564142084 0.0606457720091507 0.0650226824783883 0.0669856631891819 -1.62960885761433 -0.665140931954391 -1.64071219610224 -0.673220295728566
"result.4" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 333 200 1.57516207548248 7.06671771506524 -1.7972077510083 -2.05470358903313 -1.8555090143334 -1.86141527336358 -1.87781226637442 -1.86856039236371 0.108246450769536 0.107047446917358 0.113374676305019 0.113941462233755 0.14473140734943 0.125406258275091 -2.9127055150976 -1.28063249621313 -2.70325999656191 -1.23631418925045
"result.5" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 341 200 1.6454063979211 7.50189591966423 -1.20200448483234 -1.50807432384424 -1.26775365667223 -1.27502318047208 -1.25513900621285 -1.25232227291409 0.0846506250460514 0.08365169714032 0.0871634115817929 0.087607506450647 0.109269425506641 0.0786335993972202 -1.94505463561576 -0.741493087016013 -1.79566382683173 -0.716650754447642
"result.6" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 354 200 1.63978973600936 6.64180627325863 -2.79441141283049 -3.08980894912009 -2.87932905775737 -2.89527733631484 -2.87135690156379 -2.86667035614401 0.258284126914357 0.25710555722646 0.263277488826113 0.264058770138802 0.294317290942183 0.256663396753171 -4.37677755008512 -2.22573511952741 -4.23928918418131 -2.19297124407192
"result.7" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 353 200 1.57470599467883 6.66449505706562 -1.11832460598504 -1.41884789949555 -1.17982108789198 -1.18288998399011 -1.18785407325473 -1.18821237926583 0.0600971264047781 0.0590024634348068 0.0641408678534208 0.0644565022754045 0.0700091548963195 0.0767579623273806 -1.78461785191309 -0.750708240681923 -1.79875961009131 -0.783285944711256
"result.8" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 341 200 1.46379422882264 7.23021983074093 -1.63292023952648 -1.93524339282065 -1.68678626073921 -1.68651934013458 -1.69530627361506 -1.69453559562479 0.0980744213182991 0.097088921143735 0.100664310206071 0.100647228388401 0.125908527568865 0.130277949097504 -2.43476374553828 -1.15099953789575 -2.49712742777171 -1.11178691979419
"result.9" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 362 200 1.45416969106427 7.45454269569279 -1.67871818038623 -1.99598791341891 -1.72817463929162 -1.72945323359285 -1.73487992909635 -1.73014102976124 0.106773225416303 0.105851237542503 0.118423272738004 0.11878233506947 0.133135853422654 0.15838429474919 -2.66789347952669 -1.22246484522537 -2.56476789562984 -1.1260101666321
"result.10" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 341 200 1.59651419227265 7.15378018727499 -2.06194058418319 -2.33710448727967 -2.13546490884215 -2.14174908709764 -2.14943403037657 -2.14099552747749 0.150341660120572 0.149314330076193 0.158979369410168 0.159676461559783 0.22294782082387 0.228675148830467 -3.44897443827976 -1.45178443556901 -3.40788245241596 -1.58308050488519
"result.11" 1000 0.2 0.1 0.25 1.5 7.5 -1.6094379124341 5 328 200 1.80280282383008 6.28626741428736 -1.3599102811169 -1.72735731313057 -1.4035285078804 -1.40503438361501 -1.40862779086871 -1.40399476732087 0.100623867182661 0.0987470704027057 0.115300716984461 0.115891068457539 0.134757991924111 0.173957017812416 -2.32795176243235 -0.894301595123792 -2.26916340071523 -0.769079244220202
