"" "" "" "" "" "" "" "" "" "" "shape" "scale" "X" "X" "" "" "" "" "" "" "" "" "" "" "2.5%" "97.5%" "2.5%" "97.5%"
"result.1" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 374 200 1.36244017418455 9.434090359215 -0.830959522039546 -0.963962618805229 -0.8366174285321 -0.838563673507007 -0.842360309107637 -0.839753951625869 0.0428618360749053 0.0425072839625639 0.0422603487401359 0.0424856928499482 0.0423688747315664 0.0452174786244254 -1.25422390225485 -0.512797086991423 -1.33800450193126 -0.503286044776825
"result.2" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 391 200 1.52274532558542 7.18080269224609 -0.474116755918691 -0.651860104485921 -0.490738563065372 -0.493677164848772 -0.489393488088617 -0.49022849083469 0.0290593333865995 0.0287082642683262 0.029650749236734 0.0298678974311629 0.0342821112509937 0.0338767663130799 -0.802319915321593 -0.153181569275776 -0.864934523921634 -0.149989460690331
"result.3" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 352 200 1.53143637075396 6.75865423055786 -0.804194255156508 -0.968172312819773 -0.82861921048613 -0.831668601815633 -0.82142707483204 -0.819781907426945 0.0380251195939235 0.0375680667346353 0.0391225917986426 0.0392992161907722 0.0383436478254866 0.0349575609018365 -1.23615525316179 -0.454568044833458 -1.21817342794134 -0.498064441576402
"result.4" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 368 200 1.49971743962773 6.69622113502893 -0.710308881520442 -0.866174233896497 -0.737509738251982 -0.739462255354216 -0.735983788965114 -0.736080840268049 0.0315288005544879 0.0310820732965134 0.0327609371753951 0.0328423422577183 0.0295844963332888 0.0378920148828228 -1.0626238997774 -0.425802670001569 -1.12720362348063 -0.371032016553328
"result.5" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 349 200 1.37333716684828 7.8888755144921 -0.608563346773168 -0.777816746871997 -0.633019406948512 -0.634963487325586 -0.636681765217689 -0.632672840483688 0.0376953624150358 0.0372473331533801 0.0409815649568033 0.0411383227767551 0.0454852014448628 0.0537315752497232 -1.04946367023925 -0.265415279227181 -1.06825277962702 -0.214489923019777
"result.6" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 374 200 1.49416630109889 7.96876035121654 -0.510906429060648 -0.678866665911984 -0.519825244871367 -0.520741121111363 -0.519079315640866 -0.519678883737187 0.0387256617311402 0.0380904829538294 0.0404468153696721 0.0405130081388898 0.0341674682724743 0.0396179330760733 -0.871995575306145 -0.102913529948779 -0.917273224360421 -0.169313752084013
"result.7" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 357 200 1.61398812734 7.28776768822788 -0.513685454000582 -0.674582489323333 -0.529537567100082 -0.530413732366879 -0.518158701772271 -0.517555832623575 0.0368302137311372 0.0363604558616216 0.0407502899155691 0.0408239330373146 0.0378817654198066 0.0393824393804856 -0.913454805856181 -0.216460588115692 -0.917726758958773 -0.201247428344737
"result.8" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 356 200 1.63371565498759 6.85526647929602 -0.531263401470464 -0.709436114154203 -0.538649415587466 -0.538740052024911 -0.530732446146469 -0.527284809594729 0.0379506418514771 0.0374767944105585 0.0410766835292156 0.0411331063150626 0.04137890310894 0.0441584001671069 -0.982458978922221 -0.157869479446755 -0.94124222872235 -0.165957114968887
"result.9" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 356 200 1.33290607691339 8.02903790971256 -1.12903502541003 -1.28343770769782 -1.16169034353743 -1.16358419517489 -1.16063804898604 -1.15811687903909 0.0520860857061306 0.0515984468232325 0.0541983041438674 0.0543354310590943 0.0584897244583155 0.0740426839576015 -1.68112465231349 -0.725963068350387 -1.76326336934291 -0.757983968066424
"result.10" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 379 200 1.59018309529404 6.80347112970605 -0.646719909205774 -0.811615360184167 -0.661337688290888 -0.662181399112963 -0.658804335791067 -0.657676412728232 0.0321843338155903 0.0317509845710784 0.0294359676581395 0.0294724537009532 0.0333483569090108 0.0303330849080629 -1.03492824170906 -0.311433354577301 -1.02370859975325 -0.350277626986149
"result.11" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 366 200 1.5163614252898 7.27602235828473 -0.592374528134357 -0.765106621194712 -0.61013751384465 -0.611015335602352 -0.602522897749866 -0.601425418603706 0.0355520491960075 0.0351132745993001 0.0367050725312903 0.0368511354790751 0.0449459292097806 0.0353602827844858 -1.10775075735964 -0.268068689355989 -1.03255295313671 -0.282950855429312
"result.12" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 360 200 1.59673335959031 7.93956875684068 -0.865290796109639 -1.04209426075746 -0.882317337518895 -0.881805752900897 -0.882700934209024 -0.88222825010171 0.0616985443060752 0.0611825735850529 0.0647671503414154 0.0646901191056733 0.0763907151391733 0.0729071502976096 -1.44571780052837 -0.451301248867394 -1.47320176949789 -0.427189161862785
"result.13" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 393 200 1.62168301070333 7.01629015771147 -0.280812266518416 -0.476663394046111 -0.276362957556974 -0.27677200962084 -0.276703508284601 -0.277582369119424 0.0323097282501513 0.0318849425464827 0.033740532635493 0.033955863576196 0.0324387496527797 0.0309874643889188 -0.661075761703649 0.021457778116287 -0.63759167965895 0.039933559481183
"result.14" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 360 200 1.37482670870243 8.34467024699517 -0.457674063152465 -0.635402627841477 -0.467820562182975 -0.469145015548758 -0.464561453257584 -0.459075058022322 0.0369577395220312 0.036562229924074 0.0416194328828937 0.0419135309378878 0.0411714011494488 0.0387023562132777 -0.867090995220328 -0.0863995586493373 -0.878862639217915 -0.107960598295901
"result.15" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 371 200 1.60474327842472 6.92983924353006 -0.364552116434136 -0.549200103216472 -0.386617312503224 -0.386665757490375 -0.373450155452414 -0.37257223285887 0.0341898840193435 0.0335679371614443 0.0361529720388696 0.0361322576945428 0.0391751897628298 0.0377457290988061 -0.751668450854255 -0.0403592899894358 -0.7396625538983 0.022538849582165
"result.16" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 372 200 1.51362459088345 6.97102761322028 -0.635563171970121 -0.808993684039369 -0.655238615320409 -0.657435281476893 -0.637237288506941 -0.638034514410596 0.0344928363369372 0.0340166283591934 0.0390388135404463 0.0393039805470799 0.0393813409986337 0.0417321380860039 -1.08703933735816 -0.284686249591254 -1.03376530507334 -0.284872851055807
"result.17" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 368 200 1.50104340054392 7.35483807387905 -0.679044586550599 -0.856332238128771 -0.707882433349442 -0.710548673885194 -0.719457834589996 -0.717217034697991 0.0423578455108299 0.0417529739761176 0.0381386954221764 0.0382072424405396 0.0385239670340098 0.0351503290446948 -1.15697774300685 -0.416030560062944 -1.10466484378912 -0.430217388858583
"result.18" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 365 200 1.48443752856781 7.20460355910807 -0.734179545529901 -0.911590055136469 -0.753069334069607 -0.754126886504379 -0.75544264804721 -0.753343436929167 0.0392843582679476 0.0389991642535013 0.0387449049871731 0.0388400021423854 0.0325460833315569 0.0430525501717152 -1.12558633617712 -0.431005296515443 -1.20246633483547 -0.413721197003298
"result.19" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 366 200 1.58091099228377 7.37836195753693 -0.885346883560395 -1.04511397612477 -0.90859743569906 -0.910057290717913 -0.896172403117859 -0.889045766757849 0.0467606661821822 0.0462133230328044 0.0515806686866741 0.0516867056967872 0.044175397954947 0.0555836392740671 -1.34619401617092 -0.521851333374529 -1.38186718294169 -0.488504750514962
"result.20" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 385 200 1.40888606808187 8.40915438826237 -0.603444081120301 -0.756769292229363 -0.62922892851417 -0.629937744547895 -0.626046979535101 -0.625324424718731 0.0343925709800202 0.0339090551629384 0.0354596743879712 0.0354869088911081 0.0338056246763537 0.0395793474641801 -0.944986130175755 -0.247554865658671 -1.00361546546623 -0.264513166599475
"result.21" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 384 200 1.64468966408249 7.29544154100018 -0.833526478301591 -0.994869866211715 -0.86726650566482 -0.868869537333157 -0.874414410635663 -0.871548988054358 0.0406938609942805 0.0402445134091484 0.0434407140658893 0.0434928978884431 0.0446854573255187 0.044474867784281 -1.33395406788381 -0.531470034189907 -1.28075772512219 -0.47988291857599
"result.22" 1000 0.2 0.1 0.25 1.5 7.5 -0.693147180559945 10 350 200 1.42262329919465 7.99620935762088 -0.456533172530077 -0.619282944312562 -0.466761156222788 -0.467147692604683 -0.47142854798288 -0.467918208035853 0.0345633742577979 0.0340981392232488 0.0361080189298545 0.0361146054100437 0.0335903926217653 0.0346989226865395 -0.817299066164206 -0.147427852225853 -0.813703449988373 -0.0960005251924673
