"" "" "" "" "" "" "" "X" "Z1" "Z2" "Z3" "X" "Z1" "Z2" "Z3" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"result.1" 1000 0.2 0.1 0.25 -1.94591014905531 2 243 -1.93899645900276 -0.409238419093006 1.09837281354041 0.308054161454539 -2.53470688420417 -0.33564937139305 1.0306935812549 0.33168211398942 -2.32634239394309 -0.238205335302923 0.971080233833252 0.308921820297628 -2.3242457661802 -0.242542894596004 0.996056461771662 0.307486709586651 0.0739177147971752 0.0183746697646782 0.0162210911360855 0.00424493462859475 0.0723345044850142 0.0184180523915902 0.0165282535729429 0.00431064079732865 0.0814021551085158 0.018675625237659 0.015771630197305 0.00404013415953097 0.0824079854894567 0.0186133206451266 0.0156054170970406 0.00403379739489373
"result.2" 1000 0.2 0.1 0.25 -1.94591014905531 2 203 -1.32983380917904 -0.652623086023736 1.00264406252046 0.476557266343532 -1.91148388751244 -0.552987783451818 0.924459388931026 0.481773743735812 -1.73104143382122 -0.505908371783406 0.904271310388415 0.484999663138982 -1.75512995983155 -0.508250948324269 0.913265439309569 0.484727085760293 0.0650917961588056 0.02149540153439 0.0195708390435548 0.00504507073043204 0.0621959854289481 0.0216455295518841 0.0196671257173631 0.00500273363575473 0.073636076330657 0.0224412533338079 0.018921583026169 0.00487539866393326 0.0733793580926977 0.0223177974309397 0.0187971314923268 0.0048721195695729
"result.3" 1000 0.2 0.1 0.25 -1.94591014905531 2 234 -2.05391275065305 -0.427642301395768 1.13472761559672 0.315278489871713 -2.5495037698687 -0.311797117533598 1.11533141477667 0.292189801298494 -2.42225249734881 -0.199338948618537 0.976864764282216 0.317572399932727 -2.42336834906585 -0.204224888320426 1.00312640565343 0.317214411360485 0.0676984785736055 0.0178887866491037 0.017215334308853 0.00450747277466622 0.0649530943182713 0.0180181539679596 0.0191645687248312 0.00447527412412331 0.0698558830043033 0.0185846484606583 0.0198935535860276 0.00428517097666573 0.0691067150092071 0.0184848570889493 0.0194483162567836 0.00427341815891493
"result.4" 1000 0.2 0.1 0.25 -1.94591014905531 2 262 -1.84175427388497 -0.283470140906164 1.09854063278695 0.443783666260976 -2.34717728107215 -0.199493652386304 1.02936655180219 0.454616741646612 -2.13941892612456 -0.125059433632889 0.989416471640587 0.44185668714386 -2.1336467780104 -0.12783100798976 1.00240566583474 0.441974291627516 0.0629327351624662 0.016221951409333 0.0164016951486607 0.00382215942250984 0.0613517657122016 0.0163193845246251 0.0164396001568481 0.00384782140226242 0.0734794601525399 0.0165090057415781 0.0189595243088597 0.00374568195250788 0.0720486702205364 0.0164719976007195 0.0188429539455175 0.00373629818525533
"result.5" 1000 0.2 0.1 0.25 -1.94591014905531 2 250 -1.78307051474337 -0.249534707165119 1.30646673883177 0.302777043593595 -2.32433654620958 -0.218706766988532 1.13886003407706 0.315849810811609 -2.08430802043027 -0.16533271835549 1.10571098673155 0.300654047111121 -2.0526248392467 -0.174937209163363 1.11001954768404 0.299316380088962 0.0646928665345754 0.0167233112150639 0.0197770685924658 0.00399598234405865 0.0628770009014734 0.0167410055427191 0.0202981139873596 0.00382678194808067 0.0737245937750467 0.01735066221127 0.0211073241335336 0.00440312000824419 0.0728106491398823 0.0173207754545401 0.0210465289988765 0.00441219643144997
"result.6" 1000 0.2 0.1 0.25 -1.94591014905531 2 220 -1.62004424282334 -0.440160902290758 0.833436642648978 0.317198399621558 -2.13805157547501 -0.36834664989334 0.778722644181097 0.32300870529337 -1.96099548908281 -0.295207260146166 0.678757091305844 0.313638213206682 -1.95131231927001 -0.313353888642751 0.686432655740788 0.313853263413694 0.0577757611074643 0.0194927768297584 0.0180195561801882 0.00427559622819429 0.0548633948814055 0.0195261878973703 0.0194596700656188 0.00415317418317399 0.0679666022453927 0.0197434869230756 0.0199662751222758 0.00477419698638718 0.0667664299165448 0.0196109642084108 0.019878204523704 0.00476989005581315
"result.7" 1000 0.2 0.1 0.25 -1.94591014905531 2 241 -1.60499353144378 -0.725298326627163 1.16112320428135 0.404113075972633 -2.12381760821789 -0.616554792856031 1.0555901215605 0.412468440708185 -1.92581145953502 -0.572606185947536 1.03612760303691 0.40208757829173 -1.92492864732366 -0.583076227506838 1.04534408167844 0.402072312144768 0.0586895257309144 0.0199546326112743 0.0183192193394489 0.00409213048811148 0.0571029176324888 0.0201445705940446 0.0182358084846221 0.00410249992025546 0.0662296331572194 0.0215299254547268 0.0167385981415631 0.00384589137402037 0.0666766113445576 0.0214891264434238 0.0166612298123605 0.00384095389654766
"result.8" 1000 0.2 0.1 0.25 -1.94591014905531 2 254 -2.07780438857117 -0.604730313746445 1.21714815603979 0.312861770193971 -2.55652932744615 -0.489494055013527 1.14160204102621 0.342971633741632 -2.44553913659955 -0.388512480131292 1.0972120288402 0.315761910929963 -2.46307183874398 -0.394303611297957 1.11199523031245 0.314190546654499 0.0752537878219171 0.018068556404543 0.016765317784576 0.00373332303250042 0.0728597967753858 0.0181404581719235 0.0170119831380986 0.00401325000756688 0.0905747994996483 0.0194325618774039 0.018214265940687 0.00421210724273204 0.0909527953176466 0.0193207532252859 0.018021808173609 0.00420792521174696
"result.9" 1000 0.2 0.1 0.25 -1.94591014905531 2 250 -1.71740915320964 -0.631279081018571 0.988414618805526 0.417253892346833 -2.1680110106346 -0.537458102140734 0.885565447112675 0.416056492095499 -1.9419014302027 -0.500025390290579 0.86060342528281 0.415116517364904 -1.93951376818449 -0.514080274904276 0.867292417180708 0.414523598384598 0.0558615446828685 0.0176566181163267 0.0197751223509428 0.0041847437770524 0.0542815404113968 0.0177247048195426 0.0198062393644999 0.00414396742729136 0.0709838075541361 0.0183211270503465 0.0219107897195886 0.00376615027162445 0.0714048987348689 0.0182606592734585 0.0217810758659997 0.00376205736513346
"result.10" 1000 0.2 0.1 0.25 -1.94591014905531 2 246 -1.74770640765028 -0.416127980800291 1.041845313386 0.398775117994767 -2.32926137921705 -0.267327648417301 0.931731187032446 0.400655801175444 -2.12224695262339 -0.197721605610076 0.890367750549621 0.402477592560099 -2.10602768302966 -0.200276604627026 0.898666004031131 0.402798978355316 0.0641193283101243 0.017142771279253 0.0178908541888683 0.00404013841811549 0.0629420307584729 0.0173787932736335 0.0182966435914576 0.00401688044437805 0.0783843158057333 0.0186638889277629 0.0172362140946859 0.0040920509600133 0.0781334722481529 0.018649489227662 0.0171481374688876 0.00408975505088467
