"" "" "" "" "" "" "" "X" "Z1" "Z2" "Z3" "X" "Z1" "Z2" "Z3" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"result.1" 1000 0.2 0.1 0.25 1.94591014905531 5 568 1.37842078965682 0.0710262312844764 0.806016282069183 0.35945055827038 0.922955177566824 0.130145655073334 0.71147439000196 0.335692142689801 1.83268282307572 -0.103496037015755 0.999009633492005 0.364623667586333 1.84297909830945 -0.117152523515976 1.02796878246349 0.362169886956421 0.00966770554083572 0.0075347912786239 0.00793587778377268 0.00178901990270193 0.00931830789905768 0.00756043487095505 0.0079512728715808 0.0018012427367671 0.0202051333466455 0.00800772932088068 0.0082310483021601 0.00169840545039804 0.0199038366601049 0.00805505817572361 0.00839030479992191 0.00169809418720268
"result.2" 1000 0.2 0.1 0.25 1.94591014905531 5 590 1.50941493665188 -0.18281952223334 0.731721169068409 0.346640252589915 1.03781630074193 -0.125711033891745 0.609878927196886 0.329266911982008 1.84390289405295 -0.315784254783116 0.891255044445117 0.348300153649134 1.86363409602342 -0.313553306176772 0.940520233737932 0.350921949319542 0.00980064536912741 0.00721886933312865 0.0077043544447865 0.00174617226764993 0.00939940473720807 0.00724792299396366 0.00761180014101248 0.00171914913894771 0.0172976902826678 0.00742738116411874 0.00862220142696747 0.00151657837573754 0.0177606766242841 0.00746871248473328 0.00908477547538974 0.00152201699591527
"result.3" 1000 0.2 0.1 0.25 1.94591014905531 5 572 1.46124887746543 -0.045144130503543 0.658580330163081 0.313286225701606 1.01980673633986 0.0065719174330049 0.5681346926531 0.281683099476198 1.90774958860993 -0.181621526182179 0.828696793494679 0.323575129544499 1.90306554659622 -0.182287679469336 0.860932934457471 0.324949836645619 0.00949627805331867 0.00728543936632634 0.00792830858687186 0.00192030454188811 0.00910626590009929 0.00730562297890161 0.00794640515540557 0.00187717227288801 0.0218211117188271 0.00750580655380949 0.00837283642519526 0.00166511808167153 0.0186040587405354 0.00740306022641231 0.00846872092550553 0.0016625608117337
"result.4" 1000 0.2 0.1 0.25 1.94591014905531 5 582 1.37228038089105 -0.146345182133183 0.689600585248076 0.406258986636527 0.894871173523832 -0.093743809108662 0.571061933939443 0.384526890115317 1.96316854600841 -0.29959142600015 0.925307909955051 0.421137934953954 1.93823168476212 -0.307155762007593 0.93370289657191 0.421852586858429 0.0095175998522459 0.00720628926556676 0.00778358831824019 0.00172515216914828 0.00895112833780167 0.0072307504778338 0.00766976968280119 0.00174127340637494 0.0358440052059625 0.00806678392259286 0.00942750153444645 0.0016692506796502 0.0218763900352047 0.0076155803023199 0.00857257778050386 0.00164834251250426
"result.5" 1000 0.2 0.1 0.25 1.94591014905531 5 560 1.25509534236317 -0.0545153367101186 0.690363272946611 0.363764030687463 0.853611549460148 0.00410375573127101 0.60867720718061 0.347332887525993 1.8337535926181 -0.250963704869515 0.87359900653261 0.383588067200645 1.814921112413 -0.255388683856565 0.892857879394982 0.384326251312653 0.0100512270606846 0.00759606401582507 0.0079223205403844 0.00173062274153642 0.0097108952384432 0.00761426130990503 0.00795185309895269 0.00176511531098312 0.0266337765306007 0.00844107440845492 0.00945486858961165 0.00231062011761564 0.0240493356572239 0.0083581075358563 0.00961929993506306 0.00231046272591897
"result.6" 1000 0.2 0.1 0.25 1.94591014905531 5 556 1.52076257846731 -0.114434607425427 0.831408294230217 0.422022740839741 1.04213672571827 -0.0405278921208521 0.717743005374082 0.413471077170566 2.0308838630281 -0.291368893481018 1.04283768180626 0.428966475885361 2.00348248333396 -0.281416626320865 1.0553303909551 0.428414817036293 0.00973430649440544 0.00775906328226739 0.00817303047687258 0.00193872221146364 0.00925939022914735 0.00771023902135394 0.00824088609020194 0.00194683197233806 0.0190522446349842 0.0078991690550951 0.00817553896750692 0.00178594229010765 0.0176014158147692 0.00785667287818543 0.00816857971053038 0.00178533835576714
"result.7" 1000 0.2 0.1 0.25 1.94591014905531 5 562 1.47667796904597 -0.261050274699212 0.94504251995709 0.413404293214546 0.990150167806388 -0.199572250495843 0.828204894815747 0.380670145895602 1.97708442065014 -0.430492048279674 1.14588891860206 0.427080337885397 1.96270287807512 -0.423548217271339 1.16862790319421 0.426929615763168 0.0100659664305691 0.00772489789929557 0.00874035496015431 0.00196878008777497 0.00950756802168507 0.00774859900877023 0.00876741746893834 0.00196234215433252 0.0204878817613004 0.00726848444238984 0.00903410017638782 0.00195953038707787 0.0195052470096463 0.00718362619603935 0.00922523051535407 0.00195517025033059
"result.8" 1000 0.2 0.1 0.25 1.94591014905531 5 586 1.39613817203813 -0.0706867471835282 0.609539736385326 0.335467862995946 0.945900202194215 0.0130737517383039 0.529365317671936 0.318195092170815 1.93431892904182 -0.300006048228926 0.801033896156765 0.341034176678052 1.93285125370007 -0.319249197519935 0.824983127211758 0.341026467572453 0.00965371529869106 0.00771150125454189 0.0073742855233244 0.00179958394289502 0.00942627809085446 0.00772127274032366 0.00750924348783393 0.00182510030982096 0.0189980838638642 0.0077474481857712 0.00809584537711174 0.00145039891457276 0.258490483075121 0.0296546854921534 0.0262039034281578 0.00179868005241928
"result.9" 1000 0.2 0.1 0.25 1.94591014905531 5 586 1.36111985808222 -0.202919027069025 0.769338728960431 0.336509422691353 0.890279258649119 -0.119735338684193 0.663325866469146 0.320425126299136 1.85360984962119 -0.341919259134188 0.970603094118004 0.345556485936802 1.86240177434733 -0.35094884855182 1.00317362833616 0.347931717296385 0.00976501909257995 0.00729376951804854 0.00720329045125728 0.00186053383026681 0.00934158611659261 0.00723311120206861 0.00718228685679984 0.00184157797544619 0.0455470905253931 0.00843663946318441 0.0106170066077685 0.00159541172886416 0.021047832205164 0.007300603863915 0.0084057807291453 0.00155449901530347
"result.10" 1000 0.2 0.1 0.25 1.94591014905531 5 568 1.40344323558983 0.0893900223947023 0.730021203540906 0.375666628500803 0.891190266728187 0.141772930322172 0.605107471180695 0.340335291774883 1.84278432328547 -0.0820943368994417 0.93340877387609 0.387386860192395 1.84971932537854 -0.0781428018060512 0.954859381664655 0.387998405215037 0.0102754074149643 0.00759515352940906 0.00898319900584375 0.00174066810631485 0.00976244227928798 0.00765786739581135 0.0089611822817098 0.00172632028809538 0.141899806122449 0.0142139344608576 0.0243551003158228 0.00242204089703094 0.0341933756375371 0.00903122660167641 0.0142261973546193 0.00190323814789265
